trip_id,transport_mode,mode_type,distance_km,trip_duration_minutes,average_speed_kmph,estimated_cost_inr,city,day_of_week,season,seasonal_factor,ef_baseline,ef_actual,emission_difference,time_period,peak_factor,traffic_condition,traffic_multiplier,recency_weight,time_weight,weather_condition,weather_factor,route_type,route_factor,load_factor,aqi_level,aqi_factor,context_factor,carbon_credits_earned,user_age,user_income_bracket,trip_purpose,timestamp
T204,walking,active,2.12,25.6,5,0,Pune,Wednesday,Monsoon,1.2,0.15,0,0.15,peak_morning,1.2,moderate,1.1,0.9,1.188,normal,1,suburban,1,0.95,very_poor,1.1,1.045,0.3948,34,low,commute,27-05-2025 19:06
T205,walking,active,2.62,36.7,4.3,0,Hyderabad,Sunday,Summer,1.1,0.15,0,0.15,off_peak,1,light,1,0.9,0.9,favorable,0.95,suburban,1,0.95,very_poor,1.1,0.993,0.3512,40,medium,shopping,02-05-2025 19:06
T206,walking,active,4.16,56.8,4.4,0,Pune,Monday,Summer,1.1,0.15,0,0.15,peak_evening,1.2,moderate,1.1,0.5,0.66,favorable,0.95,city_center,1.2,0.95,good,0.95,1.029,0.4238,38,medium,commute,15-06-2025 19:06
T207,walking,active,1.28,18.3,4.2,0,Bangalore,Saturday,Post-Monsoon,1,0.15,0,0.15,off_peak,1,moderate,1.1,1,1.1,normal,1,suburban,1,1.1,moderate,1,1.1,0.2323,32,medium,leisure,01-06-2025 19:06
T208,walking,active,2.88,31,5.6,0,Delhi,Saturday,Monsoon,1.2,0.15,0,0.15,off_peak,1,light,1,0.9,0.9,normal,1,city_center,1.2,1,moderate,1,1.2,0.4666,39,low,leisure,04-09-2025 19:06
T209,walking,active,4.9,57.5,5.1,0,Hyderabad,Saturday,Summer,1.1,0.15,0,0.15,peak_morning,1.2,light,1,0.9,1.08,favorable,0.95,suburban,1,1,moderate,1,0.95,0.7541,39,medium,commute,15-04-2025 19:06
T210,walking,active,0.65,8.2,4.7,0,Ahmedabad,Monday,Monsoon,1.2,0.15,0,0.15,peak_morning,1.2,light,1,1,1.2,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,0.1467,45,low,business,11-05-2025 19:06
T211,walking,active,2.43,47.2,3.1,0,Delhi,Saturday,Monsoon,1.2,0.15,0,0.15,peak_morning,1.2,light,1,0.7,0.84,favorable,0.95,city_center,1.2,1.1,good,0.95,1.191,0.3647,24,medium,business,10-08-2025 19:06
T212,walking,active,3.86,60.9,3.8,0,Delhi,Monday,Summer,1.1,0.15,0,0.15,peak_evening,1.2,light,1,1,1.2,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,0.8713,32,low,commute,14-07-2025 19:06
T213,walking,active,1.8,31.2,3.5,0,Pune,Monday,Post-Monsoon,1,0.15,0,0.15,off_peak,1,light,1,1,1,normal,1,suburban,1,1,very_poor,1.1,1.1,0.297,30,low,business,25-09-2025 19:06
T214,walking,active,2.88,54.5,3.2,0,Ahmedabad,Thursday,Winter,0.95,0.15,0,0.15,peak_morning,1.2,light,1,1,1.2,normal,1,suburban,1,1,very_poor,1.1,1.1,0.5702,38,low,business,09-07-2025 19:06
T215,walking,active,3.61,39.3,5.5,0,Pune,Tuesday,Monsoon,1.2,0.15,0,0.15,peak_evening,1.2,moderate,1.1,1,1.32,normal,1,suburban,1,1.1,good,0.95,1.045,0.7469,55,low,commute,15-05-2025 19:06
T216,walking,active,1.28,18.7,4.1,0,Ahmedabad,Wednesday,Winter,0.95,0.15,0,0.15,off_peak,1,light,1,0.9,0.9,normal,1,city_center,1.2,1,moderate,1,1.2,0.2074,31,low,shopping,08-06-2025 19:06
T217,walking,active,2.06,22.3,5.5,0,Pune,Thursday,Post-Monsoon,1,0.15,0,0.15,peak_evening,1.2,moderate,1.1,1,1.32,favorable,0.95,suburban,1,1,moderate,1,0.95,0.3875,28,low,commute,01-06-2025 19:06
T218,walking,active,3.26,59.6,3.3,0,Delhi,Wednesday,Post-Monsoon,1,0.15,0,0.15,peak_evening,1.2,moderate,1.1,0.7,0.924,normal,1,suburban,1,1.1,moderate,1,1.1,0.497,31,low,commute,13-09-2025 19:06
T219,walking,active,1.5,24.9,3.6,0,Pune,Saturday,Winter,0.95,0.15,0,0.15,peak_morning,1.2,light,1,0.9,1.08,normal,1,suburban,1,1,very_poor,1.1,1.1,0.2673,49,low,commute,16-05-2025 19:06
T220,walking,active,1.48,17.2,5.2,0,Hyderabad,Sunday,Winter,0.95,0.15,0,0.15,off_peak,1,moderate,1.1,1,1.1,normal,1,suburban,1,1,very_poor,1.1,1.1,0.2686,65,low,leisure,04-05-2025 19:06
T221,walking,active,2.56,33.6,4.6,0,Mumbai,Wednesday,Summer,1.1,0.15,0,0.15,peak_morning,1.2,light,1,0.9,1.08,favorable,0.95,suburban,1,0.95,moderate,1,0.902,0.3741,27,low,business,10-07-2025 19:06
T222,walking,active,1.92,30,3.8,0,Delhi,Friday,Monsoon,1.2,0.15,0,0.15,peak_morning,1.2,light,1,0.5,0.6,normal,1,suburban,1,0.95,moderate,1,0.95,0.1642,38,medium,commute,23-06-2025 19:06
T223,walking,active,2.77,44.7,3.7,0,Ahmedabad,Saturday,Winter,0.95,0.15,0,0.15,peak_evening,1.2,light,1,0.9,1.08,normal,1,suburban,1,0.95,good,0.95,0.902,0.4048,34,low,commute,17-05-2025 19:06
T224,cycling,active,8.9,29.2,18.3,0,Delhi,Sunday,Post-Monsoon,1,0.12,0,0.12,off_peak,1,moderate,1.1,0.9,0.99,normal,1,suburban,1,0.95,moderate,1,0.95,1.0045,43,low,shopping,11-07-2025 19:06
T225,cycling,active,5.32,20.5,15.6,0,Ahmedabad,Tuesday,Monsoon,1.2,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.9,1.188,favorable,0.95,suburban,1,1.1,very_poor,1.1,1.15,0.8722,38,low,commute,15-06-2025 19:06
T226,cycling,active,9.89,66.6,8.9,0,Kolkata,Tuesday,Post-Monsoon,1,0.12,0,0.12,off_peak,1,light,1,1,1,normal,1,suburban,1,1,good,0.95,0.95,1.1275,37,medium,leisure,05-07-2025 19:06
T227,cycling,active,8.71,30.1,17.4,0,Ahmedabad,Thursday,Winter,0.95,0.12,0,0.12,off_peak,1,moderate,1.1,0.7,0.77,favorable,0.95,city_center,1.2,1,moderate,1,1.14,0.9175,29,medium,leisure,15-08-2025 19:06
T228,cycling,active,2.21,7,19,0,Bangalore,Wednesday,Summer,1.1,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.7,0.924,normal,1,suburban,1,1,hazardous,1.2,1.2,0.2941,20,medium,commute,16-05-2025 19:06
T229,cycling,active,9.81,37.1,15.9,0,Delhi,Thursday,Post-Monsoon,1,0.12,0,0.12,peak_evening,1.2,light,1,1,1.2,favorable,0.95,suburban,1,1,moderate,1,0.95,1.342,18,low,commute,23-09-2025 19:06
T230,cycling,active,5.86,26.4,13.3,0,Chennai,Friday,Monsoon,1.2,0.12,0,0.12,peak_morning,1.2,light,1,0.5,0.6,normal,1,suburban,1,1.1,moderate,1,1.1,0.4641,27,medium,business,17-05-2025 19:06
T231,cycling,active,2.13,11.5,11.1,0,Pune,Wednesday,Post-Monsoon,1,0.12,0,0.12,off_peak,1,light,1,0.7,0.7,normal,1,city_center,1.2,1.1,moderate,1,1.32,0.2362,23,low,business,20-06-2025 19:06
T232,cycling,active,6.33,30.3,12.5,0,Pune,Saturday,Summer,1.1,0.12,0,0.12,peak_morning,1.2,light,1,0.7,0.84,favorable,0.95,suburban,1,1.1,moderate,1,1.045,0.6668,36,medium,commute,21-09-2025 19:06
T233,cycling,active,17.85,66.7,16.1,0,Hyderabad,Friday,Winter,0.95,0.12,0,0.12,off_peak,1,light,1,0.5,0.5,normal,1,suburban,1,1,good,0.95,0.95,1.0174,36,medium,leisure,09-05-2025 19:06
T234,cycling,active,3.4,20.6,9.9,0,Kolkata,Saturday,Summer,1.1,0.12,0,0.12,peak_morning,1.2,light,1,1,1.2,favorable,0.95,suburban,1,1,good,0.95,0.902,0.4416,26,medium,commute,24-07-2025 19:06
T235,cycling,active,3.79,21.1,10.8,0,Ahmedabad,Wednesday,Winter,0.95,0.12,0,0.12,peak_morning,1.2,light,1,1,1.2,normal,1,suburban,1,0.95,very_poor,1.1,1.045,0.5703,25,medium,commute,13-08-2025 19:06
T236,cycling,active,9.05,36.7,14.8,0,Ahmedabad,Sunday,Summer,1.1,0.12,0,0.12,peak_morning,1.2,light,1,0.9,1.08,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,1.4708,33,low,commute,15-04-2025 19:06
T237,cycling,active,7.43,39.3,11.4,0,Hyderabad,Saturday,Winter,0.95,0.12,0,0.12,off_peak,1,light,1,1,1,normal,1,suburban,1,1.1,hazardous,1.2,1.32,1.1769,24,medium,leisure,04-06-2025 19:06
T238,cycling,active,7.78,26,17.9,0,Hyderabad,Thursday,Monsoon,1.2,0.12,0,0.12,off_peak,1,light,1,0.9,0.9,normal,1,suburban,1,1,good,0.95,0.95,0.7982,22,low,leisure,18-05-2025 19:06
T239,cycling,active,3.02,12.6,14.4,0,Hyderabad,Saturday,Summer,1.1,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.9,1.188,normal,1,suburban,1,1.1,hazardous,1.2,1.32,0.5683,21,low,commute,02-09-2025 19:06
T240,cycling,active,7.84,33.6,14,0,Ahmedabad,Wednesday,Post-Monsoon,1,0.12,0,0.12,peak_morning,1.2,light,1,0.5,0.6,normal,1,suburban,1,1,moderate,1,1,0.5645,18,medium,commute,21-06-2025 19:06
T241,cycling,active,1.18,6.2,11.5,0,Delhi,Saturday,Post-Monsoon,1,0.12,0,0.12,off_peak,1,light,1,0.7,0.7,normal,1,suburban,1,1,moderate,1,1,0.0991,64,medium,leisure,24-09-2025 19:06
T242,cycling,active,4.07,23.9,10.2,0,Mumbai,Sunday,Summer,1.1,0.12,0,0.12,peak_morning,1.2,light,1,0.9,1.08,favorable,0.95,suburban,1,1,very_poor,1.1,1.045,0.5512,39,low,business,22-07-2025 19:06
T243,cycling,active,3.1,12.3,15.1,0,Chennai,Saturday,Monsoon,1.2,0.12,0,0.12,peak_morning,1.2,moderate,1.1,0.9,1.188,normal,1,city_center,1.2,0.95,very_poor,1.1,1.254,0.5542,40,low,business,21-05-2025 19:06
T244,cycling,active,11.01,44.1,15,0,Pune,Monday,Summer,1.1,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.7,0.924,favorable,0.95,suburban,1,0.95,moderate,1,0.902,1.1012,18,medium,commute,10-05-2025 19:06
T245,cycling,active,10.89,70.7,9.2,0,Chennai,Saturday,Summer,1.1,0.12,0,0.12,peak_morning,1.2,light,1,1,1.2,normal,1,suburban,1,0.95,hazardous,1.2,1.14,1.7877,35,medium,commute,19-07-2025 19:06
T246,cycling,active,15.38,102.8,9,0,Pune,Sunday,Summer,1.1,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.7,0.924,favorable,0.95,city_center,1.2,1,moderate,1,1.14,1.9441,28,low,commute,02-05-2025 19:06
T247,cycling,active,6.05,24.4,14.9,0,Chennai,Saturday,Post-Monsoon,1,0.12,0,0.12,peak_evening,1.2,light,1,1,1.2,normal,1,suburban,1,1,moderate,1,1,0.8712,30,medium,commute,17-09-2025 19:06
T248,cycling,active,6.6,43.8,9,0,Bangalore,Sunday,Post-Monsoon,1,0.12,0,0.12,peak_morning,1.2,moderate,1.1,1,1.32,normal,1,suburban,1,0.95,very_poor,1.1,1.045,1.0925,34,medium,commute,25-09-2025 19:06
T249,cycling,active,2.04,11.9,10.3,0,Delhi,Saturday,Summer,1.1,0.12,0,0.12,peak_evening,1.2,moderate,1.1,0.7,0.924,normal,1,suburban,1,1,moderate,1,1,0.2262,34,medium,commute,16-08-2025 19:06
T250,cycling,active,5.91,28.3,12.5,0,Hyderabad,Friday,Winter,0.95,0.12,0,0.12,off_peak,1,moderate,1.1,0.9,0.99,normal,1,suburban,1,0.95,very_poor,1.1,1.045,0.7337,28,medium,business,22-09-2025 19:06
T251,cycling,active,11.8,36.7,19.3,0,Hyderabad,Tuesday,Winter,0.95,0.12,0,0.12,off_peak,1,light,1,0.9,0.9,normal,1,city_center,1.2,1,moderate,1,1.2,1.5293,26,low,business,24-07-2025 19:06
T252,cycling,active,16.87,83.3,12.1,0,Bangalore,Wednesday,Monsoon,1.2,0.12,0,0.12,off_peak,1,light,1,1,1,normal,1,suburban,1,1.1,moderate,1,1.1,2.2268,60,medium,shopping,24-08-2025 19:06
T253,cycling,active,11.96,80.1,9,0,Bangalore,Saturday,Post-Monsoon,1,0.12,0,0.12,off_peak,1,light,1,0.5,0.5,normal,1,suburban,1,1,hazardous,1.2,1.2,0.8611,44,medium,business,31-08-2025 19:06
T254,cycling,active,3.36,11.4,17.7,0,Hyderabad,Saturday,Summer,1.1,0.12,0,0.12,off_peak,1,moderate,1.1,0.9,0.99,favorable,0.95,city_center,1.2,1,hazardous,1.2,1.368,0.5461,43,medium,leisure,10-05-2025 19:06
T255,cycling,active,6.64,38.4,10.4,0,Bangalore,Sunday,Monsoon,1.2,0.12,0,0.12,off_peak,1,light,1,0.9,0.9,favorable,0.95,suburban,1,1,very_poor,1.1,1.045,0.7494,18,medium,business,15-06-2025 19:06
T256,cycling,active,4.31,14.4,17.9,0,Kolkata,Saturday,Monsoon,1.2,0.12,0,0.12,off_peak,1,light,1,1,1,normal,1,suburban,1,1,good,0.95,0.95,0.4913,34,low,business,24-07-2025 19:06
T257,cycling,active,3.69,21.4,10.3,0,Pune,Saturday,Winter,0.95,0.12,0,0.12,off_peak,1,light,1,0.7,0.7,normal,1,city_center,1.2,0.95,very_poor,1.1,1.254,0.3887,18,medium,leisure,22-08-2025 19:06
T258,cycling,active,17.55,54.7,19.2,0,Mumbai,Tuesday,Winter,0.95,0.12,0,0.12,peak_evening,1.2,light,1,1,1.2,favorable,0.95,city_center,1.2,1,very_poor,1.1,1.254,3.1691,31,low,commute,16-06-2025 19:06
T259,cycling,active,3.25,12.3,15.8,0,Chennai,Thursday,Winter,0.95,0.12,0,0.12,peak_evening,1.2,light,1,0.9,1.08,favorable,0.95,suburban,1,1.1,very_poor,1.1,1.15,0.4844,33,medium,commute,31-07-2025 19:06
T260,cycling,active,4.59,20.8,13.2,0,Pune,Thursday,Monsoon,1.2,0.12,0,0.12,off_peak,1,light,1,0.9,0.9,normal,1,suburban,1,1.1,very_poor,1.1,1.21,0.5998,35,low,shopping,01-09-2025 19:06
